# Lista de Achievements - Warface

**Total:** 3417 achievements
- **Insignias (Badge):** 757
- **Fitas (Stripe):** 1688
- **Marcas (Mark):** 972

---

## INSIGNIAS (Badge)

| ID | Nome (PT) | Amount | Arquivo |
| 5107 | Rei da Mamba negra | 100 | firstplacestmblackmamba3.xml |
| 5108 | Barão do Cais | 25 | firstplacestmwarf1.xml |
| 5109 | Duque do Cais | 50 | firstplacestmwarf2.xml |
| 5110 | Rei do Cais | 100 | firstplacestmwarf3.xml |
| 5111 | Barão da Sirius | 25 | firstplacedmnsirius1.xml |
| 5112 | Duque da Sirius | 50 | firstplacedmnsirius2.xml |
| 5113 | Rei da Sirius | 100 | firstplacedmnsirius3.xml |
| 5117 | Velha guarda | 5000 | mg24kill.xml |
| 5118 | Velha guarda (Avançado) | 10000 | mg24kill25.xml |
| 5123 | Barão do Grande bazar | 25 | firstplacetdmgrandbazaar1.xml |
| 5124 | Duque do Grande bazar | 50 | firstplacetdmgrandbazaar2.xml |
| 5125 | Rei do Grande bazar | 100 | firstplacetdmgrandbazaar3.xml |
| 5126 | Veterano de Pripyat | 1 | ru_pripyat_badge_01.xml |
| 5127 | Avançado: Um Grande Tufão | 10000 | shg53kill25.xml |
| 5128 | Um Grande Tufão | 5000 | shg53_kill.xml |
| 5131 | Eu diria que... | 1 | ru_rates_badge_01.xml |
| 5790 | Ferrão de Caçador | 1 | bp12_badge_01.xml |
| 5791 | Abraço Venenoso | 1 | bp12_badge_02.xml |
| 6061 | Primeiro golpe | 10 | lmsp_kills_01.xml |
| 6062 | Pagando o preço | 100 | lmsp_kills_02.xml |
| 6063 | Devorador de almas | 1000 | lmsp_kills_03.xml |
| 6064 | Cuidado! | 50 | lms_kills_explosive_02.xml |
| 6065 | Morte iminente | 50 | lms_kills_explosive_03.xml |
| 6066 | Sobrevivente supremo | 1000 | lms_1th_place_05.xml |
| 6074 | Convidado especial | 1 | ru_warfest_2018_badge_01.xml |
| 6076 | Sem esforço, sem sucesso | 1 | kiwi_badge_01.xml |
| 6077 | Soldado K.I.W.I. | 1 | kiwi_badge_02.xml |
| 6078 | Oficial K.I.W.I. | 1 | kiwi_badge_03.xml |
| 6079 | Líder K.I.W.I. | 1 | kiwi_badge_04.xml |
| 6114 | Ladeira escorregadia | 1000 | secret_08.xml |
| 6115 | Nenhuma segunda chance | 500 | secret_09.xml |
| 6117 | Pistola de pregos | 5000 | shg46_kill.xml |
| 6118 | Avançado: Pistola de pregos | 10000 | shg46kill25.xml |
| 6119 | Estrela atiradora | 1 | oc_best_badge_01.xml |
| 6126 | Atacante | 1 | ru_ec02_badge_01.xml |
| 6127 | Artilheiro | 1 | ru_ec02_badge_02.xml |
| 6130 | Vice-campeão | 1 | oc_best_badge_02.xml |
| 6131 | Competidor valoroso | 1 | oc_best_badge_03.xml |
| 6140 | Caçadora respeitável | 1 | bra_women_badge_01.xml |
| 6150 | Desastre Natural | 5000 | shg52kill.xml |
| 6151 | Avançado: Desastre Natural | 10000 | shg52kill25.xml |
| 6164 | Aprendiz de perfurador | 25 | firstplacetbsdeepwater1.xml |
| 6165 | Perfurador mestre | 50 | firstplacetbsdeepwater2.xml |
| 6166 | Perfurador chefe | 100 | firstplacetbsdeepwater3.xml |
| 6167 | Jovem samurai | 1 | japan_badge_easy.xml |
| 6168 | Samurai experiente | 1 | japan_badge_normal.xml |
| 6169 | Nobre samurai | 1 | japan_badge_hard.xml |
| 6177 | Xogum dourado | 5000 | japan_badge_gold_kills.xml |
| 6178 | Coroa do imperador | 5000 | japan_badge_crown_kills.xml |
| 6179 | Bushido | 500 | japan_badge_katana_kills.xml |
| 6184 | Campeão do Sol Nascente | 1 | japan_badge_collector.xml |
| 6200 | One Punch | 5000 | shg47kill.xml |
| 6201 | Avançado: One Punch | 10000 | shg47kill25.xml |
| 6237 | Acesso Sindicato | 1 | bp05_badge_01.xml |
| 6238 | Primeira semana do Sindicato | 1 | bp05_badge_02.xml |
| 6239 | Quarta semana do Sindicato | 1 | bp05_badge_03.xml |
| 6240 | Sétima semana do Sindicato | 1 | bp05_badge_04.xml |
| 6241 | Décima semana do Sindicato | 1 | bp05_badge_05.xml |
| 6242 | Equipamento Sindicato | 1 | bp05_badge_06.xml |
| 6243 | Pontos de Combate de Sindicato | 1 | bp05_badge_07.xml |
| 6255 | Punhal oculto | 5000 | shg48kill.xml |
| 6257 | Punhal da desgraça | 10000 | shg48kill25.xml |
| 6261 | Esquadrão classe A | 1 | ru_marathon_event_badge_01.xml |
| 6270 | Gostosuras ou travessuras? | 1 | ru_hlw18_badge_01.xml |
| 6271 | Caçada feliz | 1 | ru_hlw18_badge_02.xml |
| 6281 | Olhos de diamante | 5000 | carbon01_badge_01.xml |
| 6285 | Sortudo | 1 | ru_patrick_badge_01.xml |
| 6288 | Medalhista de batatinha | 1 | ru_pringles_badge_01.xml |
| 6291 | Magia de Fada | 1 | kn20kill5.xml |
| 6325 | Boneco de pão de mel | 1000 | shg49kill.xml |
| 6328 | Coletor de cartas de Marte | 1 | mars_badge_collector.xml |
| 6363 | Explorador de Marte | 1 | mars_badge_easy.xml |
| 6364 | Colonizador de Marte | 1 | mars_badge_normal.xml |
| 6365 | Invasor de Marte | 1 | mars_badge_hard.xml |
| 6375 | Mata-robô | 50 | mars_badge_lightdroid.xml |
| 6376 | Caixinha de surpresas | 5 | mars_badge_heavydroid.xml |
| 6385 | Deimos executora | 1000 | mars02kill_badge_01.xml |
| 6389 | Conselheiro | 1 | mentor_badge_01.xml |
| 6393 | Ataque de Estrelismo | 1000 | stream02_badge_01.xml |
| 6396 | As Coisas que Fazemos por Amor | 1 | ru_love_badge_02.xml |
| 6402 | Doce Exibição | 200 | stream03_badge_01.xml |
| 6500 | Movimento Característico | 5 | meta_gold_weapons5.xml |
| 6501 | Paraíso do Colecionador | 15 | meta_gold_weapons15.xml |
| 6502 | Suprimento Dourado | 30 | meta_gold_weapons30.xml |
| 6604 | Atirador de Elite Invernal | 1000 | camo02_badge_01.xml |
| 6666 | O último Romeu | 1 | ru_love_badge_03.xml |
| 7002 | Aniversário Coreano | 200 | korea_anniversary_2.xml |
| 7006 | Cobra-covinha | 1000 | camo09_badge_01.xml |
| 7010 | Abismo Aberto | 1000 | black02_badge_01.xml |
| 7050 | Lutador Blackwood | 1 | base_bp08_badge_01.xml |
| 7051 | Engenheiro Blackwood | 1 | base_bp08_badge_02.xml |
| 7052 | Saqueador Guerreiro Blackwood | 1 | base_bp08_badge_03.xml |
| 7055 | Não Há Paz para os Ímpios | 1 | progress_bp08_badge_01.xml |
| 7060 | Picos Escuros | 1 | tournament_bp08_badge_01.xml |
| 7063 | Recruta Blackwood | 1 | weekly_bp08_badge_01.xml |
| 7094 | Cortador de Grama | 5000 | hmg03_kill.xml |
| 7095 | Cortador de Grama (Avançado) | 10000 | hmg03kill25.xml |
| 7096 | Vivendo pelo Dever | 1 | bp10_weekly_badge_01.xml |
| 7100 | Digno do Bushido | 1 | bp10_progress_badge_01.xml |
| 7107 | Tributo aos Ancestrais | 1 | bp10_base_badge_01.xml |
| 7108 | Dança com a Morte | 1 | bp10_base_badge_02.xml |
| 7109 | Flor de Lótus | 1 | bp10_base_badge_03.xml |
| 7111 | NANI? | 1 | bp10_tournament_badge_01.xml |
| 7113 | Ganância ardente | 1 | bp13_badge_01.xml |
| 7114 | Que o assalto comece | 1 | bp13_badge_02.xml |
| 7115 | Pilhas de dinheiro | 1 | bp13_badge_03.xml |
| 7250 | O preço da liberdade | 1 | bp11_badge_01.xml |
| 7251 | Mãe da ordem | 1 | bp11_badge_02.xml |
| 7252 | Revolta popular | 1 | bp11_badge_03.xml |
| 7253 | Beleza caótica | 1 | bp11_badge_04.xml |
| 7274 | Campeão Poderoso | 1 | esports_badge_01.xml |
| 7275 | Campeão Incontestável | 1 | esports_badge_02.xml |
| 7276 | Campeão Impetuoso | 1 | esports_badge_03.xml |
| 7277 | Campeão Irrefreável | 1 | esports_badge_04.xml |
| 7501 | Medalha da Copa do Mundo no Brasil | 300 | brazil_worldcup_2.xml |
| 7503 | Brazil 2-years anniversary | 1000 | bra_anniversary_02.xml |
| 7506 | Special soldier | 1 | gmachievements_03.xml |
| 7548 | Armagedom: o início | 1 | bp06_badge_01.xml |
| 7549 | Um pequeno passo para um homem | 1 | bp06_badge_02.xml |
| 7552 | Tempo é dinheiro | 1 | bp06_badge_03.xml |
| 7555 | Gravidade zero | 1 | bp06_badge_04.xml |
| 7558 | Juntos para sempre | 1 | bp06_badge_05.xml |
| 7566 | Pronto para o Armagedom | 1 | bp06_badge_06.xml |
| 7572 | Marte ataca | 1 | bp06_badge_07.xml |
| 8002 | Uuh, brilhoso! | 500 | vdvkalashkill.xml |
| 8005 | Corrida da Monção 2 | 1000 | anniversary2yearkill.xml |
| 8006 | Guerra de Trincheira | 5000 | shg31kill.xml |
| 8009 | Camuflagem de Selva | 1000 | camo03.xml |
| 8010 | Final da Open Cup: Melhor Engenheiro | 1 | opencup_05.xml |
| 8011 | Final da Open Cup: Melhor Franco-atirador | 1 | opencup_06.xml |
| 8012 | Liga dos Mestres: Participante | 1 | opencup_07.xml |
| 8013 | Copa Desafio: Participante | 1 | opencup_08.xml |
| 8019 | Final da Open Cup: Melhor Fuzileiro | 1 | opencup_03.xml |
| 8020 | Final da Open Cup: Melhor Médico | 1 | opencup_04.xml |
| 8021 | Copa Rápida: Finalista | 1 | fastcup_01.xml |
| 8024 | Final da Open Cup: Melhor Jogador - Grão-Fuzileiro | 1 | opencup_12.xml |
| 8025 | Final da Open Cup: Melhor Jogador - Grão-Médico | 1 | opencup_13.xml |
| 8026 | Final da Open Cup: Melhor Jogador - Grão-Engenheiro | 1 | opencup_14.xml |
| 8027 | Final da Open Cup: Melhor Jogador - Grão-Franco-atirador | 1 | opencup_15.xml |
| 8028 | Final da Open Cup: Melhor Jogador - Mestre Fuzileiro | 1 | opencup_16.xml |
| 8029 | Final da Open Cup: Melhor Jogador - Mestre Médico | 1 | opencup_17.xml |
| 8030 | Final da Open Cup: Melhor Jogador - Mestre Engenheiro | 1 | opencup_18.xml |
| 8031 | Final da Open Cup: Melhor Jogador - Mestre Franco-atirador | 1 | opencup_19.xml |
| 8100 | Agente Experiente | 1 | mystery_note_01.xml |
| 8103 | Eu Segui a Luz | 1 | ny_marathon_01.xml |
| 8108 | Liquidação Corporativa | 1000 | black03_badge_01.xml |
| 8201 | Luxúria Fatal | 1000 | friday01_badge_01.xml |
| 8235 | Coroa da Morte | 1 | 8march_badge_01.xml |
| 8403 | Apenas o Céu Sobre Nós | 1 | ru_elite_candidate_01.xml |
| 8410 | Herói do Arcade | 1 | ru_arcade_hero01.xml |
| 8414 | Membro da Temporada "Retaliação" | 1 | ru_collect_anubis01.xml |
| 8416 | Jogos Mentais | 1 | ru_brainstorm_badge.xml |
| 8421 | Medalhista de Ouro | 1 | esports_01.xml |
| 8422 | Desafiador | 1 | esports_02.xml |
| 8428 | Start lifting | 1 | ru_badge_winterhunt01.xml |
| 8429 | Half way | 1 | ru_badge_winterhunt02.xml |
| 8430 | I am not tired | 1 | ru_badge_winterhunt03.xml |
| 8431 | Ice vertex | 1 | ru_badge_winterhunt04.xml |
| 8437 | Turret | 1 | ru_badge_nym_marathon01.xml |
| 8440 | Icebreaker veteran | 1 | ru_badge_ledokol01.xml |
| 8445 | Guarding the Good | 1 | ru_badge_dobro_02.xml |
| 8448 | FestiWar | 1 | ru_badge_ticket.xml |
| 8523 | Warface Wild Card | 1 | ru_wildcard_badge_01.xml |
| 9001 | Luz de Baixo | 250 | steam_exclusive_2.xml |
| 9003 | Sob o Mar | 5000 | shg50_kill.xml |
| 9004 | Avançado: Sob o Mar | 10000 | shg50kill25.xml |
| 9017 | Trevo Preto | 1 | ru_patrick_badge_02.xml |
| 10000 | Apague a Velinha | 1 | west_anniversary_01.xml |
| 10002 | Troféu Mestre | 50 | rm_firstplacewin_ach02.xml |
| 10010 | Anniversary badge | 1 | west_anniversary_02kill.xml |
| 10011 | Jogador ativo | 1 | ru_bonus_badge_01.xml |
| 10014 | Chuva de balas | 5000 | mg25kill.xml |
| 10015 | Avançado: Chuva de balas | 10000 | mg25kill25.xml |
| 10017 | Manda Ver | 5000 | shg54kill.xml |
| 10018 | Avançado: Manda Ver | 10000 | shg54kill25.xml |
| 10110 | Veterano de Anúbis | 1 | ru_badge_anubis01.xml |
| 10155 | Linha de Chegada | 1 | ru_valkyrie_badge_01.xml |
| 10156 | Doce Vitória | 1 | ru_valkyrie_badge_02.xml |
| 10157 | Campeão Nato | 1 | ru_valkyrie_badge_03.xml |
| 10162 | Barão da Zona Fantasma | 25 | firstplacetdmghosttown1.xml |
| 10163 | Duque da Zona Fantasma | 50 | firstplacetdmghosttown2.xml |
| 10164 | Rei da Zona Fantasma | 100 | firstplacetdmghosttown3.xml |
| 10176 | Sucata Mecânica | 50 | swarm_badge_01.xml |
| 10177 | Proteção à Prova de Insetos | 5000 | swarm_badge_02.xml |
| 10178 | O Exterminador | 1000 | swarm_badge_03.xml |
| 10179 | Garimpeiro | 100 | swarm_badge_04.xml |
| 10180 | Escaravelho Dourado | 5000 | swarm_badge_05.xml |
| 10201 | Energia Bruta | 1 | sg42_badge_01.xml |
| 10502 | Bonzão do Terremoto | 1 | vol_survivor2.xml |
| 10508 | Manjo Muito | 100 | vol_turret_pt8.xml |
| 10511 | Domador do Terremoto | 5000 | vol_kills11.xml |
| 10517 | Círculo de Fogo | 1000 | lava01kills03.xml |
| 11009 | Explorador de Antiguidades (Fuzileiro) | 10 | afro_survivor9.xml |
| 11010 | Explorador de Antiguidades (Médico) | 10 | afro_survivor10.xml |
| 11011 | Explorador de Antiguidades (Engenheiro) | 10 | afro_survivor11.xml |
| 11012 | Explorador de Antiguidades (Franco-atirador) | 10 | afro_survivor12.xml |
| 11022 | O Interceptador de Sinais | 10 | tbswin01.xml |
| 11023 | O Supressor de Sinais | 25 | tbswin02.xml |
| 11024 | O Destruidor da Fonte | 50 | tbswin03.xml |
| 12103 | Rumo à vitória! | 1000 | 9may_badge_01.xml |
| 12140 | O Primeiro Trabalho | 1 | base_bp09_badge_01.xml |
| 12141 | O Segundo Trabalho | 1 | base_bp09_badge_02.xml |
| 12142 | O Terceiro Trabalho | 1 | base_bp09_badge_03.xml |
| 12145 | Hora da Aventura | 1 | progress_bp09_badge_01.xml |
| 12149 | Batalha Determinada | 1 | tournament_bp09_badge_01.xml |
| 12153 | Escudo Espelhado | 1 | weekly_bp09_badge_01.xml |
| 12163 | Cavaleiro sem Cabeça | 1000 | hlw03_badge_01.xml |
| 12166 | Parte Humano, Parte Águia | 1000 | bp09_badge_01.xml |
| 13002 | Veterano da Hydra | 1 | ru_hydra_badge_01.xml |
| 13004 | SED no Zênite | 1 | winrw3sed.xml |
| 13007 | Fã de eSports I | 1 | ru_proleague_xv_badge_01.xml |
| 13008 | Fã de eSports II | 1 | ru_proleague_xv_badge_02.xml |
| 13009 | Fã de eSports III | 1 | ru_proleague_xv_badge_03.xml |
| 13010 | Rumo à Vitória! I | 1 | ru_proleague_xv_badge_04.xml |
| 13011 | Rumo à Vitória! II | 1 | ru_proleague_xv_badge_05.xml |
| 13012 | Rumo à Vitória! III | 1 | ru_proleague_xv_badge_06.xml |
| 13014 | Sobrevivente do Enxame | 1 | ru_swarm01_badge_06.xml |
| 13028 | Só pode haver um | 1 | ru_bc_badge_01.xml |
| 13029 | Battle Cup: A Gota d'Água | 1 | ru_bc_badge_02.xml |
| 13030 | Lutador universal | 1 | ru_bc_badge_03.xml |
| 13042 | Marca Negra | 1 | ru_badge_pirate01.xml |
| 13055 | Open Cup: Melhor Fuzileiro | 1 | ru_mvp_badge_01.xml |
| 13056 | Open Cup: Melhor Médico | 1 | ru_mvp_badge_02.xml |
| 13057 | Open Cup: Melhor Engenheiro | 1 | ru_mvp_badge_03.xml |
| 13058 | Open Cup: Melhor Franco-atirador | 1 | ru_mvp_badge_04.xml |
| 13059 | Open Cup: Melhor SED | 1 | ru_mvp_badge_05.xml |
| 13060 | Open Cup: Melhor Fuzileiro | 1 | ru_mvp_badge_06.xml |
| 13061 | Open Cup: Melhor Médico | 1 | ru_mvp_badge_07.xml |
| 13062 | Open Cup: Melhor Engenheiro | 1 | ru_mvp_badge_08.xml |
| 13063 | Open Cup: Melhor Franco-atirador | 1 | ru_mvp_badge_09.xml |
| 13064 | Open Cup: Melhor SED | 1 | ru_mvp_badge_10.xml |
| 13065 | Open Cup: Melhor Fuzileiro | 1 | ru_mvp_badge_11.xml |
| 13066 | Open Cup: Melhor Médico | 1 | ru_mvp_badge_12.xml |
| 13067 | Open Cup: Melhor Engenheiro | 1 | ru_mvp_badge_13.xml |
| 13068 | Open Cup: Melhor Franco-atirador | 1 | ru_mvp_badge_14.xml |
| 13069 | Open Cup: Melhor SED | 1 | ru_mvp_badge_15.xml |
| 13073 | A Voz das Ruas | 25 | firstplaceptb_district_up1.xml |
| 13074 | O Dono da Pista | 50 | firstplaceptb_district_up2.xml |
| 13075 | O Rei das Ruas | 100 | firstplaceptb_district_up3.xml |
| 13099 | Duque do Pátio | 25 | firstplaceffaafghanup2.xml |
| 13100 | Rei do Pátio | 50 | firstplaceffaafghanup3.xml |
| 13104 | Lorde do Pátio | 10 | firstplaceffaafghanup1.xml |
| 13119 | Barão do Túnel | 25 | firstplacetdmswarm1.xml |
| 13120 | Duque do Túnel | 50 | firstplacetdmswarm2.xml |
| 13121 | Rei do Túnel | 100 | firstplacetdmswarm3.xml |
| 13122 | Insígnia Jogador Um | 1 | ru_badge_swarm_01.xml |
| 13123 | Insígnia "Enxame e Twitch" | 1 | ru_badge_swarm_02.xml |
| 13124 | Insígnia "Enxame na cidade" | 1 | ru_badge_swarm_03.xml |
| 13125 | Insígnia "Devorador de Enxame" | 1 | ru_badge_swarm_04.xml |
| 13126 | Insígnia "Depuração" | 1 | ru_badge_swarm_05.xml |
| 13127 | Insígnia "Aracnoameaça" | 1 | ru_badge_swarm_06.xml |
| 13128 | Insígnia "Enfrentando o Enxame Juntos" | 1 | ru_badge_swarm_07.xml |
| 13154 | Hidden War | 1 | ru_badge_console_04.xml |
| 13155 | Hidden War | 1 | ru_badge_console_05.xml |
| 13156 | Hidden War | 1 | ru_badge_console_06.xml |
| 13170 | Hidden War | 1 | ru_badge_console_01.xml |
| 13171 | Hidden War | 1 | ru_badge_console_02.xml |
| 13172 | Hidden War | 1 | ru_badge_console_03.xml |
| 20050 | O Escudo | 1 | pin_up_02.xml |
| 20052 | Nyth | 1 | roccat01.xml |
| 20174 | Lobisomem beta | 25 | firstplacetbsheist1.xml |
| 20175 | Lobisomem alfa | 50 | firstplacetbsheist2.xml |
| 20176 | Lobo Mau | 100 | firstplacetbsheist3.xml |
| 20219 | 3 de Setembro Novamente | 1 | ru_september3rd_badge_01.xml |
| 20315 | Barão de Blackwood | 25 | firstplacestmblackwood1.xml |
| 20316 | Duque de Blackwood | 50 | firstplacestmblackwood2.xml |
| 20317 | Rei de Blackwood | 100 | firstplacestmblackwood3.xml |
| 30017 | Rei do lámen | 1 | ru_bigbon_badge_01.xml |
| 30060 | Tufão furioso | 5000 | shg51_kill.xml |
| 30061 | Avançado: Tufão furioso | 10000 | shg51kill25.xml |
| 30108 | Morto-vivo | 500 | hlw02kill_02.xml |
| 30113 | Barão do Distrito | 10 | firstplaceffadistrictup1.xml |
| 30114 | Duque do Distrito | 25 | firstplaceffadistrictup2.xml |
| 30115 | Rei do Distrito | 50 | firstplaceffadistrictup3.xml |
| 40021 | Fogo de Supressão | 1 | bp07_console_badge_01.xml |
| 40022 | Violação do Servidor | 1 | bp07_console_badge_02.xml |
| 40023 | Perdido em Ação | 1 | bp07_console_badge_03.xml |
| 40024 | Infiltração | 1 | bp07_console_badge_04.xml |
| 40025 | Na Mira | 1 | bp07_console_badge_05.xml |
| 40026 | Filantropia | 1 | bp07_console_badge_06.xml |
| 40035 | OPSEC | 1 | bp07_console_badge_07.xml |
| 40064 | Pedra de Roseta | 1 | bp_egypt_badge_01.xml |
| 40065 | O Olho de Rá | 1 | bp_egypt_badge_02.xml |
| 40066 | Decreto do Faraó | 1 | bp_egypt_badge_03.xml |
| 40067 | Escritos na Parede | 1 | bp_egypt_badge_04.xml |
| 40111 | Armadilha de Areia | 1 | desert_dog00001_badge.xml |
| 40112 | Unidade Antibombas | 1 | desert_dog00002_badge.xml |
| 40124 | Ninguém fica pra trás | 1 | valkyrie_00001_badge.xml |
| 40133 | La ruleta de la fortuna | 1 | cartel_00001_badge.xml |
| 40137 | Lar dos bravos | 1 | usday00001_badge.xml |
| 40142 | Guardião do Ordem | 1 | swat_00001_badge.xml |
| 40150 | Cruzador Mortífero | 1 | navy_00001_badge.xml |
| 60083 | Bucaneiro | 1000 | pirate01_badge_01.xml |
| 60085 | Warface.Pro I: Atirador de Elite | 1000 | oc05_badge_01.xml |
| 60300 | Participante da Clans Cup | 1 | cc01_badge_01.xml |
| 60301 | Espírito de União | 1 | cc01_badge_02.xml |
| 60311 | Juiz, Júri e Executor | 1000 | brazil02_badge_01.xml |
| 70121 | Enxame da Morte Silencioso | 1 | swarm02_badge_01.xml |
| 300100 | Olho da Górgona | 1000 | blackwood01_badge_01.xml |
| 300120 | Enxame Urbano 1 | 1 | swarm_city_badge_01.xml |
| 300121 | Enxame Urbano 4 | 1 | swarm_city_badge_02.xml |
| 300122 | Enxame Urbano 7 | 1 | swarm_city_badge_03.xml |
| 300123 | Enxame Urbano 10 | 1 | swarm_city_badge_04.xml |
| 300124 | Enxame Urbano 13 | 1 | swarm_city_badge_05.xml |
| 300125 | Enxame Urbano 16 | 1 | swarm_city_badge_06.xml |
| 300550 | CyberBite | 1 | ru_badge_bite_01.xml |
| 371004 | Hail Hydra | 1000 | arena_badge_kills.xml |
| 371005 | Campos de Ouro | 5000 | arena_badge_gold.xml |
| 371006 | O Que for Preciso | 1 | arena_badge_survivalist.xml |
| 371012 | São e Salvo | 10 | arena_badge_console.xml |
| 372016 | O Renegado | 1000 | bw_badge_kills.xml |
| 372017 | Ouro Negro | 5000 | bw_badge_gold.xml |
| 372018 | Medicina Obscura | 5000 | bw_badge_health.xml |
| 372019 | Cavaleiro Negro | 5000 | bw_badge_armor.xml |
| 372021 | Unidade de Defesa Antitanque | 10 | bw_badge_at.xml |
| 372026 | Conquistador Sombrio | 3 | bw_badge_bosses.xml |
| 372037 | Veterano Negro | 1 | bw_award_badge.xml |
| 373040 | Dream Gum | 1 | ru_badge_five_01.xml |
| 373097 | Vontade de Aço | 1 | realwars01_badge_01.xml |
| 373098 | Temperado pelo Fogo | 1 | realwars01_badge_02.xml |
| 373105 | Engenheiro Apostate | 1 | realwars_01_engineer_badge.xml |
| 373106 | Médico Apostate | 1 | realwars_01_medic_badge.xml |
| 373107 | Franco-atirador Apostate | 1 | realwars_01_sniper_badge.xml |
| 373108 | Fuzileiro Apostate | 1 | realwars_01_soldier_badge.xml |
| 373119 | Ninguém Fica pra Trás | 1 | secret_00001_badge.xml |
| 373129 | Centopeia | 1 | halloween01_badge.xml |
| 373131 | Filtro de Gás | 1 | coldwar01_badge.xml |
| 373174 | Uniforme de Prisioneiro | 1 | prisonbreak01_badge.xml |
| 373226 | Eu escolho a ArenaStars! | 1 | esports09_badge.xml |
| 373227 | Eu escolho a Awinaw! | 1 | esports10_badge.xml |
| 373228 | Eu escolho a Major! | 1 | esports11_badge.xml |
| 373229 | Eu escolho a Rebellion! | 1 | esports12_badge.xml |
| 373230 | Eu escolho a Repulse! | 1 | esports13_badge.xml |
| 373231 | Eu escolho a Svoyaki! | 1 | esports14_badge.xml |
| 373232 | Eu escolho a WII! | 1 | esports15_badge.xml |
| 373233 | Eu escolho a Young! | 1 | esports16_badge.xml |
| 373268 | Veterano de Assalto | 1 | cards_heist01_badge.xml |
| 373279 | Bola de Natal | 1 | newyear01_badge.xml |
| 373283 | Neve Ardente | 1 | snowstorm01_badge.xml |
| 373284 | Monte de Neve | 1 | snowstorm02_badge.xml |
| 373289 | Engenheiro Snowstorm | 1 | engineer_snowstorm01_badge.xml |
| 373290 | Médico Snowstorm | 1 | medic_snowstorm01_badge.xml |
| 373291 | Franco-atirador Snowstorm | 1 | sniper_snowstorm01_badge.xml |
| 373292 | Fuzileiro Snowstorm | 1 | soldier_snowstorm01_badge.xml |
| 373293 | Visor Hacker | 1 | snowman01_badge.xml |
| 373298 | Eu escolhi a Infer! | 1 | esports17_badge.xml |
| 373308 | A Melhor Oferta | 1 | friday01_console_badge_01.xml |
| 373310 | Warface Pro: Medalha de Ouro | 1 | esport_pro01_badge.xml |
| 373328 | Guirlanda furiosa | 1 | ny01_console_badge_01.xml |
| 373332 | Almofada de Veludo | 1 | royal01_badge.xml |
| 373336 | Armadilha Mortal | 1 | rating04_badge.xml |
| 373346 | Ano-Novo Chinês | 1 | cny02_badge.xml |
| 373360 | Chamado da Batalha | 1 | vikings01_badge.xml |

---

## FITAS (Stripe)

| ID | Nome (PT) | Amount | Arquivo |
|-----|-----------|--------|---------|
| 200 | Um Amigo Necessitado | 10 | assister1.xml |
| 201 | Parceiros no Crime | 100 | assister2.xml |
